surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Pd111,methanol,r2scan,SPE,-0.679,-0.62,+0.059,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd111/singlepoint/r2scan
Pd111,methanol,beef_vdw,relaxed,-18.285,-0.62,+17.665,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Pd111_n36/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Pd111,methanol,beef_vdw,SPE,-18.159,-0.62,+17.539,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd111/singlepoint/beef_vdw
Pd111,propane,pbe,relaxed,-0.41,-0.49,-0.08,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propane,pbe,SPE,+0.314,-0.49,-0.787,Previously published single-point result,
Pd111,propane,pbe_d3,relaxed,-0.91,-0.49,+0.42,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propane,pbe_d3,SPE,+0.043,-0.49,-0.515,Previously published single-point result,
Pd111,propane,r2scan,relaxed,-0.78,-0.49,+0.30,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propane,r2scan,SPE,+0.218,-0.49,-0.690,Previously published single-point result,
Pd111,propane,beef_vdw,relaxed,—,-0.49,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propane,beef_vdw,SPE,-0.105,-0.49,-0.367,Previously published single-point result,
Pd111,propanol,pbe,relaxed,-0.64,-0.76,-0.11,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propanol,pbe,SPE,+0.199,-0.76,-0.912,Previously published single-point result,
Pd111,propanol,pbe_d3,relaxed,-1.28,-0.76,+0.52,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propanol,pbe_d3,SPE,-0.185,-0.76,-0.528,Previously published single-point result,
Pd111,propanol,r2scan,relaxed,-1.14,-0.76,+0.38,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propanol,r2scan,SPE,+0.054,-0.76,-0.767,Previously published single-point result,
Pd111,propanol,beef_vdw,relaxed,—,-0.76,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propanol,beef_vdw,SPE,-0.222,-0.76,-0.491,Previously published single-point result,
Pd111,propene,pbe,relaxed,-0.99,-1.18,-0.19,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propene,pbe,SPE,-0.454,-1.18,-0.722,Previously published single-point result,
Pd111,propene,pbe_d3,relaxed,-1.57,-1.18,+0.39,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propene,pbe_d3,SPE,-0.722,-1.18,-0.454,Previously published single-point result,
Pd111,propene,r2scan,relaxed,-1.52,-1.18,+0.34,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propene,r2scan,SPE,-0.632,-1.18,-0.544,Previously published single-point result,
Pd111,propene,beef_vdw,relaxed,—,-1.18,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pd111,propene,beef_vdw,SPE,-0.725,-1.18,-0.451,Previously published single-point result,
Pt100,CH3,pbe,relaxed,-2.559,-2.77,-0.215,Screened Perlmutter result: CH3_Pt100,
Pt100,CH3,pbe,SPE,-2.542,-2.77,-0.228,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt100/singlepoint/PBE
Pt100,CH3,pbe_d3,relaxed,-2.912,-2.77,+0.138,Screened Perlmutter result: CH3_Pt100,
Pt100,CH3,pbe_d3,SPE,-2.796,-2.77,+0.026,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt100/singlepoint/PBE_D3
Pt100,CH3,r2scan,relaxed,-2.819,-2.77,+0.045,Screened Perlmutter result: CH3_Pt100,
Pt100,CH3,r2scan,SPE,-2.772,-2.77,+0.002,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt100/singlepoint/r2scan
Pt100,CH3,beef_vdw,relaxed,-36.044,-2.77,+33.270,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3_Pt100,
Pt100,CH3,beef_vdw,SPE,-35.908,-2.77,+33.138,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt100/singlepoint/beef_vdw
Pt100,CO,pbe,relaxed,-2.527,-2.59,-0.060,Screened Perlmutter result: CO_Pt100,
Pt100,CO,pbe,SPE,queued,-2.59,—,,
Pt100,CO,pbe_d3,relaxed,-2.845,-2.59,+0.258,Screened Perlmutter result: CO_Pt100,
Pt100,CO,pbe_d3,SPE,queued,-2.59,—,,
Pt100,CO,r2scan,relaxed,-2.891,-2.59,+0.304,Screened Perlmutter result: CO_Pt100,
Pt100,CO,r2scan,SPE,queued,-2.59,—,,
Pt100,CO,beef_vdw,relaxed,-35.788,-2.59,+33.201,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CO_Pt100,
Pt100,CO,beef_vdw,SPE,queued,-2.59,—,,
Pt100,CO2,pbe,relaxed,-0.80,-0.51,+0.30,"Previously published energy retained; current audit: Slab size mismatch. CO2_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: converged",
Pt100,CO2,pbe,SPE,+0.007,-0.51,-0.517,Previously published single-point result,
Pt100,CO2,pbe_d3,relaxed,—,-0.51,—,"No previously published energy; current audit: Slab size mismatch. CO2_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: electronic_unconverged",
Pt100,CO2,pbe_d3,SPE,queued,-0.51,—,,
Pt100,CO2,r2scan,relaxed,-1.32,-0.51,+0.81,"Previously published energy retained; current audit: Slab size mismatch. CO2_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: unfinished; slab: converged; molecule: converged",
Pt100,CO2,r2scan,SPE,-0.022,-0.51,-0.487,Previously published single-point result,
Pt100,CO2,beef_vdw,relaxed,-60.444,-0.51,+59.934,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Pt100_n64/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Pt100,CO2,beef_vdw,SPE,-0.129,-0.51,-0.380,Previously published single-point result,
Pt100,DME,pbe,relaxed,—,-0.52,—,No previously published energy; current audit: Not converged. CH3OCH3_Pt100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt100,DME,pbe,SPE,refs missing,-0.52,—,,
Pt100,DME,pbe_d3,relaxed,—,-0.52,—,No previously published energy; current audit: Not converged. CH3OCH3_Pt100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt100,DME,pbe_d3,SPE,refs missing,-0.52,—,,
Pt100,DME,r2scan,relaxed,-1.220,-0.52,+0.702,Screened Perlmutter result: CH3OCH3_Pt100,
Pt100,DME,r2scan,SPE,-1.160,-0.52,+0.640,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt100/singlepoint/r2scan
Pt100,DME,beef_vdw,relaxed,-34.487,-0.52,+33.969,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OCH3_Pt100,
Pt100,DME,beef_vdw,SPE,-34.321,-0.52,+33.801,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt100/singlepoint/beef_vdw
Pt100,H2O,pbe,relaxed,-0.749,-0.73,+0.020,Screened Perlmutter result: H2O_Pt100,
Pt100,H2O,pbe,SPE,queued,-0.73,—,,
Pt100,H2O,pbe_d3,relaxed,-1.031,-0.73,+0.302,Screened Perlmutter result: H2O_Pt100,
Pt100,H2O,pbe_d3,SPE,queued,-0.73,—,,
Pt100,H2O,r2scan,relaxed,-1.151,-0.73,+0.422,Screened Perlmutter result: H2O_Pt100,
Pt100,H2O,r2scan,SPE,queued,-0.73,—,,
Pt100,H2O,beef_vdw,relaxed,-34.239,-0.73,+33.510,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2O_Pt100,
Pt100,H2O,beef_vdw,SPE,queued,-0.73,—,,
Pt100,H2S,pbe,relaxed,-1.393,-1.21,+0.185,Screened Perlmutter result: H2S_Pt100,
Pt100,H2S,pbe,SPE,queued,-1.21,—,,
Pt100,H2S,pbe_d3,relaxed,-1.865,-1.21,+0.657,Screened Perlmutter result: H2S_Pt100,
Pt100,H2S,pbe_d3,SPE,queued,-1.21,—,,
Pt100,H2S,r2scan,relaxed,-1.834,-1.21,+0.627,Screened Perlmutter result: H2S_Pt100,
Pt100,H2S,r2scan,SPE,queued,-1.21,—,,
Pt100,H2S,beef_vdw,relaxed,-34.879,-1.21,+33.671,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2S_Pt100,
Pt100,H2S,beef_vdw,SPE,queued,-1.21,—,,
Pt100,N2,pbe,relaxed,-0.835,-0.53,+0.300,Screened Perlmutter result: N2_Pt100,
Pt100,N2,pbe,SPE,queued,-0.53,—,,
Pt100,N2,pbe_d3,relaxed,-1.103,-0.53,+0.568,Screened Perlmutter result: N2_Pt100,
Pt100,N2,pbe_d3,SPE,queued,-0.53,—,,
Pt100,N2,r2scan,relaxed,-1.177,-0.53,+0.642,Screened Perlmutter result: N2_Pt100,
Pt100,N2,r2scan,SPE,queued,-0.53,—,,
Pt100,N2,beef_vdw,relaxed,-34.199,-0.53,+33.664,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. N2_Pt100,
Pt100,N2,beef_vdw,SPE,queued,-0.53,—,,
Pt100,NH3,pbe,relaxed,-1.464,-1.51,-0.046,Screened Perlmutter result: NH3_Pt100,
Pt100,NH3,pbe,SPE,queued,-1.51,—,,
Pt100,NH3,pbe_d3,relaxed,-1.786,-1.51,+0.276,Screened Perlmutter result: NH3_Pt100,
Pt100,NH3,pbe_d3,SPE,queued,-1.51,—,,
Pt100,NH3,r2scan,relaxed,-1.881,-1.51,+0.371,Screened Perlmutter result: NH3_Pt100,
Pt100,NH3,r2scan,SPE,queued,-1.51,—,,
Pt100,NH3,beef_vdw,relaxed,-34.885,-1.51,+33.375,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NH3_Pt100,
Pt100,NH3,beef_vdw,SPE,queued,-1.51,—,,
Pt100,NO,pbe,relaxed,-3.012,-2.56,+0.448,Screened Perlmutter result: NO_Pt100,
Pt100,NO,pbe,SPE,queued,-2.56,—,,
Pt100,NO,pbe_d3,relaxed,-3.286,-2.56,+0.721,Screened Perlmutter result: NO_Pt100,
Pt100,NO,pbe_d3,SPE,queued,-2.56,—,,
Pt100,NO,r2scan,relaxed,—,-2.56,—,No previously published energy; current audit: Not converged. NO_Pt100: See component convergence statuses; complex: unfinished; slab: converged; molecule: ionic_unconverged,
Pt100,NO,r2scan,SPE,queued,-2.56,—,,
Pt100,NO,beef_vdw,relaxed,-42.911,-2.56,+40.347,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NO_Pt100,
Pt100,NO,beef_vdw,SPE,queued,-2.56,—,,
Pt100,SO2,pbe,relaxed,-1.744,-1.60,+0.145,Screened Perlmutter result: SO2_Pt100,
Pt100,SO2,pbe,SPE,queued,-1.60,—,,
Pt100,SO2,pbe_d3,relaxed,-2.393,-1.60,+0.793,Screened Perlmutter result: SO2_Pt100,
Pt100,SO2,pbe_d3,SPE,queued,-1.60,—,,
Pt100,SO2,r2scan,relaxed,-2.403,-1.60,+0.804,Screened Perlmutter result: SO2_Pt100,
Pt100,SO2,r2scan,SPE,queued,-1.60,—,,
Pt100,SO2,beef_vdw,relaxed,-35.273,-1.60,+33.674,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. SO2_Pt100,
Pt100,SO2,beef_vdw,SPE,queued,-1.60,—,,
Pt100,acetaldehyde,pbe,relaxed,-0.711,-0.66,+0.048,Screened Perlmutter result: CH3CHO_Pt100,
Pt100,acetaldehyde,pbe,SPE,-0.635,-0.66,-0.025,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/PBE
Pt100,acetaldehyde,pbe_d3,relaxed,-1.208,-0.66,+0.546,Screened Perlmutter result: CH3CHO_Pt100,
Pt100,acetaldehyde,pbe_d3,SPE,-1.068,-0.66,+0.408,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/PBE_D3
Pt100,acetaldehyde,r2scan,relaxed,-1.08,-0.66,+0.41,Previously published energy retained; current audit: Not converged. CH3CHO_Pt100: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Pt100,acetaldehyde,r2scan,SPE,-1.005,-0.66,+0.345,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/r2scan
Pt100,acetaldehyde,beef_vdw,relaxed,-34.353,-0.66,+33.691,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3CHO_Pt100,
Pt100,acetaldehyde,beef_vdw,SPE,-34.127,-0.66,+33.467,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/beef_vdw
Pt100,acetic_acid,pbe,relaxed,—,-0.80,—,No previously published energy; current audit: Not converged. CH3COOH_Pt100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt100,acetic_acid,pbe,SPE,refs missing,-0.80,—,,
Pt100,acetic_acid,pbe_d3,relaxed,—,-0.80,—,No previously published energy; current audit: Not converged. CH3COOH_Pt100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt100,acetic_acid,pbe_d3,SPE,refs missing,-0.80,—,,
Pt100,acetic_acid,r2scan,relaxed,-1.405,-0.80,+0.608,Screened Perlmutter result: CH3COOH_Pt100,
Pt100,acetic_acid,r2scan,SPE,-1.344,-0.80,+0.544,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt100/singlepoint/r2scan
Pt100,acetic_acid,beef_vdw,relaxed,-34.528,-0.80,+33.731,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3COOH_Pt100,
Pt100,acetic_acid,beef_vdw,SPE,-34.394,-0.80,+33.594,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt100/singlepoint/beef_vdw
Pt100,ethane,pbe,relaxed,-0.80,-0.48,+0.32,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: converged",
Pt100,ethane,pbe,SPE,+0.467,-0.48,-0.950,Previously published single-point result,
Pt100,ethane,pbe_d3,relaxed,-1.27,-0.48,+0.79,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: converged",
Pt100,ethane,pbe_d3,SPE,+0.176,-0.48,-0.659,Previously published single-point result,
Pt100,ethane,r2scan,relaxed,-1.33,-0.48,+0.85,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: unfinished; slab: converged; molecule: converged",
Pt100,ethane,r2scan,SPE,+0.385,-0.48,-0.869,Previously published single-point result,
Pt100,ethane,beef_vdw,relaxed,-60.494,-0.48,+60.014,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Pt100_n64/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Pt100,ethane,beef_vdw,SPE,+0.175,-0.48,-0.658,Previously published single-point result,
Pt100,ethanol,pbe,relaxed,-1.16,-0.71,+0.45,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: converged",
Pt100,ethanol,pbe,SPE,+0.396,-0.71,-1.105,Previously published single-point result,
Pt100,ethanol,pbe_d3,relaxed,-1.72,-0.71,+1.01,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: converged; slab: converged; molecule: converged",
Pt100,ethanol,pbe_d3,SPE,-0.007,-0.71,-0.703,Previously published single-point result,
Pt100,ethanol,r2scan,relaxed,-1.82,-0.71,+1.11,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt100: slab size mismatch: complex has 64 Pt, reference has 36; complex: unfinished; slab: converged; molecule: converged",
Pt100,ethanol,r2scan,SPE,+0.285,-0.71,-0.994,Previously published single-point result,
Pt100,ethanol,beef_vdw,relaxed,-60.854,-0.71,+60.144,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Pt100_n64/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Pt100,ethanol,beef_vdw,SPE,+0.088,-0.71,-0.797,Previously published single-point result,
Pt100,ethene,pbe,relaxed,-1.569,-1.61,-0.046,Screened Perlmutter result: C2H4_Pt100,
Pt100,ethene,pbe,SPE,-1.123,-1.61,-0.492,Previously published single-point result,
Pt100,ethene,pbe_d3,relaxed,-2.107,-1.61,+0.492,Screened Perlmutter result: C2H4_Pt100,
Pt100,ethene,pbe_d3,SPE,-1.960,-1.61,+0.350,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pt100/singlepoint/PBE_D3
Pt100,ethene,r2scan,relaxed,-2.118,-1.61,+0.503,Screened Perlmutter result: C2H4_Pt100,
Pt100,ethene,r2scan,SPE,-1.384,-1.61,-0.230,Previously published single-point result,
Pt100,ethene,beef_vdw,relaxed,-35.120,-1.61,+33.506,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. C2H4_Pt100,
Pt100,ethene,beef_vdw,SPE,-1.151,-1.61,-0.464,Previously published single-point result,
Pt100,formaldehyde,pbe,relaxed,-1.197,-1.17,+0.023,Screened Perlmutter result: H2CO_Pt100,
Pt100,formaldehyde,pbe,SPE,queued,-1.17,—,,
Pt100,formaldehyde,pbe_d3,relaxed,-1.592,-1.17,+0.418,Screened Perlmutter result: H2CO_Pt100,
Pt100,formaldehyde,pbe_d3,SPE,queued,-1.17,—,,
Pt100,formaldehyde,r2scan,relaxed,-1.687,-1.17,+0.513,Screened Perlmutter result: H2CO_Pt100,
Pt100,formaldehyde,r2scan,SPE,queued,-1.17,—,,
Pt100,formaldehyde,beef_vdw,relaxed,-34.608,-1.17,+33.434,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2CO_Pt100,
Pt100,formaldehyde,beef_vdw,SPE,queued,-1.17,—,,
Pt100,formic_acid,pbe,relaxed,-0.910,-0.82,+0.087,Screened Perlmutter result: HCOOH_Pt100,
Pt100,formic_acid,pbe,SPE,queued,-0.82,—,,
Pt100,formic_acid,pbe_d3,relaxed,-1.347,-0.82,+0.524,Screened Perlmutter result: HCOOH_Pt100,
Pt100,formic_acid,pbe_d3,SPE,queued,-0.82,—,,
Pt100,formic_acid,r2scan,relaxed,-1.366,-0.82,+0.542,Screened Perlmutter result: HCOOH_Pt100,
Pt100,formic_acid,r2scan,SPE,queued,-0.82,—,,
Pt100,formic_acid,beef_vdw,relaxed,-34.451,-0.82,+33.627,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. HCOOH_Pt100,
Pt100,formic_acid,beef_vdw,SPE,queued,-0.82,—,,
Pt100,glycerol,pbe,relaxed,-1.35,-1.05,+0.30,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,glycerol,pbe,SPE,+0.375,-1.05,-1.421,Previously published single-point result,
Pt100,glycerol,pbe_d3,relaxed,-2.29,-1.05,+1.24,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,glycerol,pbe_d3,SPE,-0.387,-1.05,-0.659,Previously published single-point result,
Pt100,glycerol,r2scan,relaxed,-2.12,-1.05,+1.08,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,glycerol,r2scan,SPE,+0.192,-1.05,-1.237,Previously published single-point result,
Pt100,glycerol,beef_vdw,relaxed,—,-1.05,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,glycerol,beef_vdw,SPE,-0.127,-1.05,-0.919,Previously published single-point result,
Pt100,isopropanol,pbe,relaxed,-1.16,-0.79,+0.38,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,isopropanol,pbe,SPE,+0.398,-0.79,-1.187,Previously published single-point result,
Pt100,isopropanol,pbe_d3,relaxed,-1.89,-0.79,+1.10,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,isopropanol,pbe_d3,SPE,-0.086,-0.79,-0.703,Previously published single-point result,
Pt100,isopropanol,r2scan,relaxed,-1.87,-0.79,+1.08,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,isopropanol,r2scan,SPE,+0.281,-0.79,-1.071,Previously published single-point result,
Pt100,isopropanol,beef_vdw,relaxed,—,-0.79,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,isopropanol,beef_vdw,SPE,+0.025,-0.79,-0.815,Previously published single-point result,
Pt100,methane,pbe,relaxed,-0.510,-0.62,-0.111,Screened Perlmutter result: CH4_Pt100,
Pt100,methane,pbe,SPE,-0.413,-0.62,-0.207,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt100/singlepoint/PBE
Pt100,methane,pbe_d3,relaxed,-0.796,-0.62,+0.175,Screened Perlmutter result: CH4_Pt100,
Pt100,methane,pbe_d3,SPE,-0.654,-0.62,+0.034,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt100/singlepoint/PBE_D3
Pt100,methane,r2scan,relaxed,-0.829,-0.62,+0.208,Screened Perlmutter result: CH4_Pt100,
Pt100,methane,r2scan,SPE,queued,-0.62,—,,
Pt100,methane,beef_vdw,relaxed,-34.094,-0.62,+33.473,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH4_Pt100,
Pt100,methane,beef_vdw,SPE,-33.922,-0.62,+33.302,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt100/singlepoint/beef_vdw
Pt100,methanol,pbe,relaxed,-0.775,-0.66,+0.112,Screened Perlmutter result: CH3OH_Pt100,
Pt100,methanol,pbe,SPE,-0.736,-0.66,+0.076,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/PBE
Pt100,methanol,pbe_d3,relaxed,-1.225,-0.66,+0.562,Screened Perlmutter result: CH3OH_Pt100,
Pt100,methanol,pbe_d3,SPE,-1.103,-0.66,+0.443,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/PBE_D3
Pt100,methanol,r2scan,relaxed,-1.247,-0.66,+0.585,Screened Perlmutter result: CH3OH_Pt100,
Pt100,methanol,r2scan,SPE,-1.193,-0.66,+0.533,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/r2scan
Pt100,methanol,beef_vdw,relaxed,-34.408,-0.66,+33.745,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OH_Pt100,
Pt100,methanol,beef_vdw,SPE,-34.231,-0.66,+33.571,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/beef_vdw
Pt100,propane,pbe,relaxed,-0.81,-0.54,+0.27,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propane,pbe,SPE,+0.604,-0.54,-1.148,Previously published single-point result,
Pt100,propane,pbe_d3,relaxed,-1.40,-0.54,+0.85,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propane,pbe_d3,SPE,+0.069,-0.54,-0.613,Previously published single-point result,
Pt100,propane,r2scan,relaxed,-1.38,-0.54,+0.83,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propane,r2scan,SPE,+0.432,-0.54,-0.976,Previously published single-point result,
Pt100,propane,beef_vdw,relaxed,—,-0.54,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propane,beef_vdw,SPE,+0.213,-0.54,-0.757,Previously published single-point result,
Pt100,propanol,pbe,relaxed,-1.21,-0.81,+0.40,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propanol,pbe,SPE,+0.431,-0.81,-1.237,Previously published single-point result,
Pt100,propanol,pbe_d3,relaxed,-1.90,-0.81,+1.09,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propanol,pbe_d3,SPE,-0.177,-0.81,-0.628,Previously published single-point result,
Pt100,propanol,r2scan,relaxed,-1.84,-0.81,+1.04,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propanol,r2scan,SPE,+0.250,-0.81,-1.055,Previously published single-point result,
